Name,Review,Number of Stars
easyautoonline,Everything was great from start to finish excellent customer service very attentive just great service all around,5
easyautoonline,Workers there were so professional as soon as I pulled in they the worker Cody came out to greet me and also didn't give up till I got approved. definitely love the car I had gotten from them and will definitely refer people to them.,5
easyautoonline,Excellent service. Great experience,5
easyautoonline,We enjoyed doing business with Easy Auto. The staff was friendly and kind and very dedicated to helping us pick out the vehicle that we wanted and they were also dedicated to finding us the correct financing to fit our situation.,5
easyautoonline,We bought a car from easy auto in dalton years ago and paid it off and decided to return because of our excellent experience there before!! First thing my paper work for our purchase was a big pain thought we had it all done the day of purchase but had to return that Monday for paperwork and we noticed the windshield had a ding in it and the key was so wore out you could barely get the doors to lock and the detail job was awful but they sent me all around dalton to get a new key and sent me to safelite about windshield!! And they took it back to detail again and yet the car still had nasty stuff in cup holders when they brought it out but I said I guess I’ll do it myself! Then safelite dalton scheduled appointment to replace windshield because ding in it was deep. But got through all that then took car to appt for windshield to be put in and after two hours sitting there with a toddler they were done told us not to wet windshield for two days we’ll we didn’t and 5 days later it rained and it was pouring on the inside of my 22000.00 car all over dash and all the electronics so I took it back to safelite dalton the next morning I told the man it was pouring and he got really smart said it would be another two days before he could fix it so we left stopped by easy auto just to see if they could possibly get someone from safelite to come to our home to repair it cause they paid for it to be installed the manager was there he came out and looked at it was friendly but wouldn’t help us so he sent a man named Mario outside and he was the rudest rudest man I’ve ever met!! Mind you we had already been there 3 times about the car we just needed them to help us but they couldn’t do that!! And mind you we live about 45 miles from dalton and gas is 4.09 a gallon!!!! But after all day I finally got in touch with a human customer service at safelite and they finally scheduled us appointment at home the next day!! I will never never do business with dalton easy auto again it was too late to return my car for a refund by two days or they could have had the car back !!! What happened to that location and all the friendly people that worked there that were always willing to help?,1
easyautoonline,"Jared was an excellent sales man. No pressure and he also delivered the vehicle to my home in Smyrna, TN. I would definitely recommend Easy Auto to my friends.",5
easyautoonline,They worked hard too find me a car and I am greatful,4
easyautoonline,Was the best place to purchase a vehicle. They will work with u and so polit,5
easyautoonline,Raphael at the Murfreesboro’s location took good care of us very professional,5
easyautoonline,I haven't tried it yet. My first try.,5
easyautoonline,"Raphael in Murfreesboro TN has went far and honest with my situation, absolutely  love the new car. Thank You for all the stuff you done!!!",5
easyautoonline,The auto was the easiest experience I have ever had while purchasing a vehicle. Steve and Anthony were very helpful throughout the entire process. AWESOME is all I can say. Thank you,5
easyautoonline,Very friendly and professional staff. They really made everything easy.,5
easyautoonline,"Awesome group to work with, made the whole process so easy, and they delivered my truck to my house.",5
easyautoonline,No review text found,5
easyautoonline,"I took my daughter to get a car from Easy Auto and our experience was a NIGHTMARE. First off they sold and approved her for a which was the car we did paper work on. (at least that's what they told us) Now you know when you buy a car you have to have full coverage insurance put on it. So we got insurance put on the car we we're going home with. Only for them to call her the next day to tell her that she went home with the wrong car. Which means that the car we were approved for and the car we had just gotten full coverage insurance on was 2 different cars. So they call my daughter and explained this to her and told her that she needed to bring the car back, which is what she did and ended coming home with a car she had never seen or tested. She needed  a car really bad so she went with the flow and excused that mistake. She get this other car that they sale her. We get full coverage insurance on yet another car and get home and now the are saying that they are having trouble verifying her address. Accused us of lying about where she lived and ended up requesting that, that car be returned as well. I've had to get insurance on 2 different cars at this point that is my money lost. I feel for some reasons (I don't know or understand) these people didn't want to sale my daughter a car. I will never do business with them again. I will see that my friends and family never do business with them. I don't believe in doing business that way. I pray that no else has to go through this. It was HORRIBLE!!!!BUT In the end this was a blessing.",1
